Symbol,Name,Country,Sector,Industry
BNL,Broadstone Net Lease Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
BNR,Burning Rock Biotech Limited American Depositary Shares,China,Health Care,Medical Specialities
BNRG,Brenmiller Energy Ltd Ordinary Shares,Israel,Industrials,Building Products
BNS,Bank Nova Scotia Halifax Pfd 3 Ordinary Shares,Canada,Finance,Major Banks
BNT,Brookfield Wealth Solutions Ltd. Class A Exchangeable Limited Voting Shares,,Finance,Property-Casualty Insurers
BNTC,Benitec Biopharma Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
BNTX,BioNTech SE American Depositary Share,Germany,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BNY,BlackRock New York Municipal Income Trust,United States,Finance,Trusts Except Educational Religious and Charitable
BNZI,Banzai International Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
BNZIW,Banzai International Inc. Warrant,United States,Technology,Computer Software: Prepackaged Software
BOC,Boston Omaha Corporation Class A Common Stock,United States,Finance,Real Estate
BODI,The Beachbody Company Inc. Class A Common Stock,United States,Consumer Discretionary,Other Consumer Services
BOE,Blackrock Enhanced Global Dividend Trust Common Shares of Beneficial Interest,United States,Finance,Trusts Except Educational Religious and Charitable
BOF,BranchOut Food Inc. Common Stock,United States,Consumer Staples,Packaged Foods
BOH,Bank of Hawaii Corporation Common Stock,United States,Finance,Major Banks
BOH^A,Bank of Hawaii Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 4.375% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,United States,,
BOH^B,Bank of Hawaii Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 8.000% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series B,United States,,
BOKF,BOK Financial Corporation Common Stock,United States,Finance,Major Banks
BOLD,Boundless Bio Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
BOLT,Bolt Biotherapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
BON,Bon Natural Life Limited Class A Ordinary Shares,China,Health Care, Medicinal Chemicals and Botanical Products 
BOOM,DMC Global Inc. Common Stock,United States,Industrials,Industrial Specialties
BOOT,Boot Barn Holdings Inc. Common Stock,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores
BORR,Borr Drilling Limited Common Shares,,Energy,Oil & Gas Production
BOSC,B.O.S. Better Online Solutions Common Stock,Israel,Telecommunications,Computer Communications Equipment
BOTJ,Bank of the James Financial Group Inc. Common Stock,United States,Finance,Major Banks
BOW,Bowhead Specialty Holdings Inc. Common Stock,United States,Finance,Property-Casualty Insurers
BOWN,Bowen Acquisition Corp Ordinary Shares,United States,,
BOWNR,Bowen Acquisition Corp Rights,United States,,
BOWNU,Bowen Acquisition Corp Unit,United States,,
BOX,Box Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
BOXL,Boxlight Corporation Class A Common Stock,United States,Real Estate,Other Consumer Services
BP,BP p.l.c. Common Stock,United Kingdom,Energy,Integrated oil Companies
BPMC,Blueprint Medicines Corporation Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
BPOP,Popular Inc. Common Stock,United States,Finance,Major Banks
BPOPM,Popular Inc. Popular Capital Trust II - 6.125% Cumulative Monthly Income Trust Preferred Securities,United States,Finance,Major Banks
BPRN,Princeton Bancorp Inc. Common Stock (PA),United States,Finance,Major Banks
BPT,BP Prudhoe Bay Royalty Trust Common Stock,United States,Energy,Integrated oil Companies
BPYPM,Brookfield Property Partners L.P. 6.25% Class A Cumulative Redeemable Preferred Units Series 1,Bermuda,Finance,Real Estate
BPYPN,Brookfield Property Partners L.P. 5.750% Class A Cumulative Redeemable Perpetual Preferred Units Series 3,Bermuda,Finance,Real Estate
BPYPO,Brookfield Property Partners L.P. 6.375% Class A Cumulative Redeemable Perpetual Preferred Units Series 2,Bermuda,Finance,Real Estate
BPYPP,Brookfield Property Partners L.P. 6.50% Class A Cumulative Redeemable Perpetual Preferred Units,Bermuda,Finance,Real Estate
BQ,Boqii Holding Limited American Depositary Shares (each representing one hundred fifty (150) Class A Ordinary Shares),,Consumer Discretionary,Other Specialty Stores
BR,Broadridge Financial Solutions Inc. Common Stock,United States,Consumer Discretionary,Business Services
BRAG,Bragg Gaming Group Inc. Common Shares,Canada,Technology,Office Equipment/Supplies/Services
BRBR,BellRing Brands Inc. Common Stock ,United States,Consumer Staples,Packaged Foods
BRBS,Blue Ridge Bankshares Inc. Common Stock,United States,Finance,Major Banks
BRC,Brady Corporation Common Stock,United States,Consumer Discretionary,Miscellaneous manufacturing industries
BRCC,BRC Inc. Class A Common Stock,United States,Consumer Staples,Beverages (Production/Distribution)
BRDG,Bridge Investment Group Holdings Inc. Class A Common Stock,United States,Finance,Investment Managers
BREA,Brera Holdings PLC Class B Ordinary Shares,Ireland,Consumer Discretionary,Services-Misc. Amusement & Recreation
BRFH,Barfresh Food Group Inc. Common Stock,United States,Consumer Staples,Packaged Foods
BRFS,BRF S.A.,Brazil,Consumer Staples,Meat/Poultry/Fish
BRIA,BrilliA Inc Class A Ordinary Shares,,Consumer Discretionary,Apparel
BRID,Bridgford Foods Corporation Common Stock,United States,Consumer Staples,Specialty Foods
BRK/A,Berkshire Hathaway Inc.,United States,,
BRK/B,Berkshire Hathaway Inc.,United States,,
BRKL,Brookline Bancorp Inc. Common Stock,United States,Finance,Savings Institutions
BRKR,Bruker Corporation Common Stock,United States,Industrials,Biotechnology: Laboratory Analytical Instruments
BRLS,Borealis Foods Inc. Class A Common Shares,Kazakhstan,Consumer Staples,Packaged Foods
BRLSW,Borealis Foods Inc. Warrant,Kazakhstan,Consumer Staples,Packaged Foods
BRLT,Brilliant Earth Group Inc. Class A Common Stock,United States,Consumer Discretionary,Consumer Specialties
BRN,Barnwell Industries Inc. Common Stock,United States,Energy,Oil & Gas Production
BRNS,Barinthus Biotherapeutics plc American Depositary Shares,United Kingdom,Health Care,Biotechnology: Pharmaceutical Preparations
BRO,Brown & Brown Inc. Common Stock,United States,Finance,Specialty Insurers
BROG,Brooge Energy Limited Ordinary Shares,United Kingdom,Energy,Integrated oil Companies
BROS,Dutch Bros Inc. Class A Common Stock,United States,Consumer Discretionary,Restaurants
BRSP,BrightSpire Capital Inc. Class A Common Stock,United States,Real Estate,Real Estate Investment Trusts
BRT,BRT Apartments Corp. (MD) Common Stock,United States,Real Estate,Real Estate Investment Trusts
BRTX,BioRestorative Therapies Inc. Common Stock (NV),United States,Health Care,Managed Health Care
BRW,Saba Capital Income & Opportunities Fund SBI,United States,Finance,Trusts Except Educational Religious and Charitable
BRX,Brixmor Property Group Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
BRY,Berry Corporation (bry) Common Stock,United States,Energy,Oil & Gas Production
BRZE,Braze Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
BSAC,Banco Santander - Chile ADS,Chile,Finance,Commercial Banks
BSBK,Bogota Financial Corp. Common Stock,United States,Finance,Banks
BSBR,Banco Santander Brasil SA American Depositary Shares each representing one unit,Brazil,Finance,Commercial Banks
BSET,Bassett Furniture Industries Incorporated Common Stock,United States,Consumer Discretionary,Home Furnishings
BSGM,BioSig Technologies Inc. Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
BSII,Black Spade Acquisition II Co Class A Ordinary Share,Hong Kong,,
BSIIU,Black Spade Acquisition II Co Unit,Hong Kong,Finance,Blank Checks
BSIIW,Black Spade Acquisition II Co Warrant,Hong Kong,Finance,Blank Checks
BSL,Blackstone Senior Floating Rate 2027 Term Fund Common Shares of Beneficial Interest,United States,Finance,Trusts Except Educational Religious and Charitable
BSLK,Bolt Projects Holdings Inc. Common Stock,United States,Industrials,Major Chemicals
BSLKW,Bolt Projects Holdings Inc. Warrant,United States,Industrials,Major Chemicals
BSM,Black Stone Minerals L.P. Common units representing limited partner interests,United States,Energy,Oil & Gas Production
BSRR,Sierra Bancorp Common Stock,United States,Finance,Major Banks
BST,BlackRock Science and Technology Trust Common Shares of Beneficial Interest,United States,Finance,Finance Companies
BSTZ,BlackRock Science and Technology Term Trust Common Shares of Beneficial Interest,United States,Finance,Trusts Except Educational Religious and Charitable
BSVN,Bank7 Corp. Common stock,United States,Finance,Major Banks
BSX,Boston Scientific Corporation Common Stock,United States,Health Care,Medical/Dental Instruments
BSY,Bentley Systems Incorporated Class B Common Stock,United States,Technology,Computer Software: Prepackaged Software
BTA,BlackRock Long-Term Municipal Advantage Trust Common Shares of Beneficial Interest,United States,Finance,Trusts Except Educational Religious and Charitable
BTAI,BioXcel Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
BTBD,BT Brands Inc. Common Stock,United States,Consumer Discretionary,Restaurants
BTBDW,BT Brands Inc. Warrant,United States,Consumer Discretionary,Restaurants
BTBT,Bit Digital Inc. Ordinary Shares,United States,Finance,Finance: Consumer Services
BTCM,BIT Mining Limited ADS,,Technology,EDP Services
BTCS,BTCS Inc. Common Stock,United States,Finance,Finance: Consumer Services
BTCT,BTC Digital Ltd. Ordinary Shares,China,Real Estate,Other Consumer Services
BTDR,Bitdeer Technologies Group Class A Ordinary Shares,Singapore,Finance,Finance: Consumer Services
BTE,Baytex Energy Corp Common Shares,Canada,Energy,Oil & Gas Production
BTG,B2Gold Corp Common shares (Canada),Canada,Basic Materials,Precious Metals
BTI,British American Tobacco  Industries p.l.c. Common Stock ADR,United Kingdom,Health Care, Medicinal Chemicals and Botanical Products 
BTM,Bitcoin Depot Inc. Class A Common Stock,United States,Finance,Finance: Consumer Services
BTMD,Biote Corp. Class A Common Stock,United States,Health Care, Medicinal Chemicals and Botanical Products 
BTMWW,Bitcoin Depot Inc. Warrant,United States,Finance,Finance: Consumer Services
BTO,John Hancock Financial Opportunities Fund Common Stock,United States,Finance,Investment Managers
BTOC,Armlogi Holding Corp. Common Stock,United States,Consumer Discretionary,Office Equipment/Supplies/Services
BTOG,Bit Origin Limited Class A Ordinary Shares,United States,Finance,Finance: Consumer Services
BTSG,BrightSpring Health Services Inc. Common Stock,United States,Health Care,Medical/Nursing Services
BTSGU,BrightSpring Health Services Inc. Tangible Equity Unit,United States,Health Care,Medical/Nursing Services
BTT,BlackRock Municipal 2030 Target Term Trust,United States,Finance,Investment Managers
BTU,Peabody Energy Corporation Common Stock ,United States,Energy,Coal Mining
BTX,BlackRock Technology and Private Equity Term Trust Common Shares of Beneficial Interest,United States,,
BTZ,BlackRock Credit Allocation Income Trust,United States,Finance,Finance Companies
BUD,Anheuser-Busch Inbev SA Sponsored ADR (Belgium),Belgium,Consumer Staples,Beverages (Production/Distribution)
BUI,BlackRock Utility Infrastructure & Power Opportunities Trust,United States,Finance,Trusts Except Educational Religious and Charitable
BULL,Webull Corporation Class A Ordinary Shares,United States,Finance,Investment Bankers/Brokers/Service
BULLW,Webull Corporation Warrants,United States,Finance,Investment Bankers/Brokers/Service
BULLZ,Webull Corporation Incentive Warrant,United States,Finance,Investment Bankers/Brokers/Service
BUR,Burford Capital Limited Ordinary Shares,,Finance,Finance: Consumer Services
BURL,Burlington Stores Inc. Common Stock,United States,Consumer Discretionary,Department/Specialty Retail Stores
BURU,Nuburu Inc. Common Stock,United States,Miscellaneous,Industrial Machinery/Components
BUSE,First Busey Corporation Class A Common Stock,United States,Finance,Major Banks
BV,BrightView Holdings Inc. Common Stock,United States,Consumer Discretionary,Business Services
BVFL,BV Financial Inc. Common Stock,United States,Finance,Savings Institutions
BVN,Buenaventura Mining Company Inc.,Peru,Basic Materials,Metal Mining
BVS,Bioventus Inc. Class A Common Stock,United States,Health Care,Medical/Dental Instruments
BW,Babcock & Wilcox Enterprises Inc. Common Stock,United States,Industrials,Building Products
BW^A,Babcock & Wilcox Enterprises Inc. 7.75% Series A Cumulative Perpetual Preferred Stock,United States,,
BWA,BorgWarner Inc. Common Stock,United States,Consumer Discretionary,Auto Parts:O.E.M.
BWAY,BrainsWay Ltd. American Depositary Shares,Israel,Health Care,Medical/Dental Instruments
BWB,Bridgewater Bancshares Inc. Common Stock,United States,Finance,Major Banks
BWBBP,Bridgewater Bancshares Inc. Depositary Shares Each Representing a 1/100th Interest in a Share of 5.875% Non-Cumulative Perpetual Preferred Stock Series A,United States,Finance,Major Banks
BWEN,Broadwind Inc. Common Stock,United States,Telecommunications,Metal Fabrications
BWFG,Bankwell Financial Group Inc. Common Stock,United States,Finance,Major Banks
BWG,BrandywineGLOBAL Global Income Opportunities Fund Inc.,United States,Finance,Finance/Investors Services
BWIN,The Baldwin Insurance Group Inc. Class A Common Stock,United States,Finance,Specialty Insurers
BWLP,BW LPG Limited Common Shares,,Consumer Discretionary,Transportation Services
BWMN,Bowman Consulting Group Ltd. Common Stock,United States,Consumer Discretionary,Professional Services
BWMX,Betterware de Mexico S.A.P.I. de C.V. Ordinary Shares,Mexico,Consumer Discretionary,Catalog/Specialty Distribution
